tick, percent_similar, percent_unhappy, num_unhappy, total_moves
0,50.1,94.8,2256,0
1,50.3,94.1,2241,2256
2,51.1,94.0,2239,4497
3,50.9,93.7,2231,6736
4,50.8,94.8,2256,8967
5,50.4,94.3,2245,11223
6,50.7,94.1,2241,13468
7,52.2,92.4,2199,15709
8,50.8,94.6,2253,17908
9,51.3,93.7,2231,20161
10,51.5,93.2,2220,22392
11,51.2,94.3,2246,24612
12,51.5,94.2,2243,26858
13,51.0,94.1,2240,29101
14,51.1,93.7,2231,31341
15,51.5,93.9,2236,33572
16,51.1,94.6,2253,35808
17,50.6,94.9,2260,38061
18,50.6,94.4,2248,40321
19,50.3,94.7,2254,42569
20,50.3,95.7,2278,44823
21,49.7,96.2,2291,47101
22,50.4,95.3,2268,49392
23,50.4,95.1,2264,51660
24,50.3,95.3,2270,53924
25,50.5,95.5,2274,56194
26,49.9,95.7,2278,58468
27,50.0,95.6,2276,60746
28,51.4,93.6,2229,63022
29,51.8,93.2,2220,65251
30,52.3,92.4,2201,67471
31,51.1,93.9,2236,69672
32,51.1,93.8,2234,71908
33,51.7,93.2,2219,74142
34,51.5,94.1,2241,76361
35,50.1,95.6,2277,78602
36,49.6,95.5,2275,80879
37,50.4,94.6,2252,83154
38,50.5,94.9,2259,85406
39,50.0,95.7,2278,87665
40,51.5,93.6,2228,89943
41,50.1,94.8,2256,92171
42,50.4,95.0,2261,94427
43,50.3,94.7,2254,96688
44,51.2,94.1,2240,98942
45,50.6,95.1,2264,101182
46,50.9,94.5,2250,103446
47,50.1,95.0,2261,105696
48,50.7,95.0,2262,107957
49,50.4,95.1,2265,110219
50,50.5,95.0,2261,112484
51,50.7,94.9,2260,114745
52,50.7,95.2,2267,117005
53,50.6,94.8,2258,119272
54,51.6,94.3,2245,121530
55,51.1,93.7,2232,123775
56,50.4,94.3,2246,126007
57,51.1,93.9,2236,128253
58,52.3,93.0,2214,130489
59,50.5,95.8,2281,132703
60,49.8,95.5,2274,134984
61,49.8,95.1,2265,137258
62,51.5,94.2,2242,139523
63,49.9,95.8,2280,141765
64,50.5,93.8,2233,144045
65,50.8,94.2,2243,146278
66,50.2,94.9,2259,148521
67,50.8,94.5,2251,150780
68,49.9,95.1,2265,153031
69,49.3,96.1,2289,155296
70,49.5,95.8,2281,157585
71,49.6,95.7,2279,159866
72,49.9,95.7,2279,162145
73,50.5,94.5,2251,164424
74,50.6,94.9,2260,166675
75,49.9,95.5,2274,168935
76,50.2,94.2,2244,171209
77,51.3,93.7,2231,173453
78,51.2,93.2,2220,175684
79,51.6,94.1,2240,177904
80,50.4,95.0,2261,180144
81,50.4,95.0,2261,182405
82,50.3,94.6,2252,184666
83,50.0,94.7,2254,186918
84,51.2,93.9,2236,189172
85,50.3,94.7,2255,191408
86,50.9,94.1,2241,193663
87,50.3,94.7,2254,195904
88,51.0,94.3,2245,198158
89,50.6,94.5,2249,200403
90,50.0,95.3,2270,202652
91,50.3,94.6,2252,204922
92,51.1,94.0,2238,207174
93,50.4,94.7,2254,209412
94,50.6,94.4,2247,211666
95,50.8,94.4,2248,213913
96,51.0,94.4,2248,216161
97,49.7,95.5,2275,218409
98,50.5,95.0,2262,220684
99,50.3,95.4,2272,222946
100,50.1,95.0,2262,225218
