tick, percent_similar, percent_unhappy, num_unhappy, total_moves
0,49.6,60.0,1424,0
1,58.6,42.3,1003,1424
2,66.1,29.6,701,2427
3,72.7,21.2,502,3128
4,77.3,16.1,383,3630
5,80.7,12.5,297,4013
6,83.0,11.1,263,4310
7,85.0,9.0,213,4573
8,86.4,7.2,170,4786
9,87.5,6.3,150,4956
10,88.7,5.0,119,5106
11,89.3,4.9,117,5225
12,89.6,4.9,117,5342
13,89.9,4.5,106,5459
14,90.4,3.9,92,5565
15,91.1,3.4,81,5657
16,91.5,3.0,71,5738
17,91.8,2.5,60,5809
18,92.5,2.3,55,5869
19,92.3,2.2,52,5924
20,92.6,2.2,53,5976
21,92.6,2.4,57,6029
22,93.0,1.9,46,6086
23,93.0,2.2,52,6132
24,93.2,1.9,45,6184
25,93.4,1.7,40,6229
26,93.5,1.9,45,6269
27,93.5,2.1,50,6314
28,93.7,1.8,43,6364
29,93.7,1.6,39,6407
30,93.8,1.3,32,6446
31,94.0,1.3,32,6478
32,94.0,1.4,34,6510
33,94.2,1.3,31,6544
34,94.2,1.3,32,6575
35,94.3,1.3,32,6607
36,94.2,1.2,29,6639
37,94.4,1.1,26,6668
38,94.5,1.1,26,6694
39,94.4,1.2,28,6720
40,94.6,1.3,30,6748
41,94.5,1.1,27,6778
42,94.6,1.3,32,6805
43,94.6,1.1,25,6837
44,94.7,1.1,25,6862
45,94.8,0.8,20,6887
46,94.8,0.7,17,6907
47,94.9,0.5,13,6924
48,94.9,0.6,14,6937
49,94.9,0.6,14,6951
50,94.9,0.6,14,6965
51,94.9,0.7,16,6979
52,94.9,0.9,21,6995
53,94.9,0.9,22,7016
54,95.0,1.1,27,7038
55,94.9,1.1,26,7065
56,95.0,0.9,21,7091
57,95.1,0.7,17,7112
58,95.0,0.8,19,7129
59,95.1,0.8,20,7148
60,95.1,0.8,18,7168
61,95.2,0.7,16,7186
62,95.2,0.5,13,7202
63,95.2,0.5,11,7215
64,95.2,0.5,12,7226
65,95.3,0.4,10,7238
66,95.2,0.5,12,7248
67,95.3,0.5,13,7260
68,95.3,0.5,11,7273
69,95.3,0.5,11,7284
70,95.4,0.4,9,7295
71,95.4,0.3,7,7304
72,95.4,0.3,8,7311
73,95.4,0.3,8,7319
74,95.4,0.3,6,7327
75,95.4,0.2,5,7333
76,95.4,0.4,10,7338
77,95.4,0.3,6,7348
78,95.4,0.3,7,7354
79,95.4,0.3,6,7361
80,95.4,0.3,7,7367
81,95.4,0.3,8,7374
82,95.5,0.3,7,7382
83,95.5,0.2,4,7389
84,95.5,0.3,6,7393
85,95.5,0.2,5,7399
86,95.5,0.3,6,7404
87,95.5,0.2,5,7410
88,95.5,0.2,5,7415
89,95.5,0.1,2,7420
90,95.5,0.1,2,7422
91,95.5,0.2,4,7424
92,95.5,0.2,5,7428
93,95.5,0.3,6,7433
94,95.5,0.3,6,7439
95,95.5,0.3,7,7445
96,95.5,0.3,7,7452
97,95.5,0.3,7,7459
98,95.5,0.3,6,7466
99,95.6,0.2,5,7472
100,95.6,0.2,5,7477
