tick, percent_similar, percent_unhappy, num_unhappy, total_moves
0,50.2,82.3,1953,0
1,52.5,77.1,1828,1953
2,55.6,70.2,1666,3781
3,56.8,66.1,1568,5447
4,58.5,64.0,1519,7015
5,60.7,59.7,1417,8534
6,62.8,54.8,1299,9951
7,67.0,47.0,1115,11250
8,68.8,43.8,1039,12365
9,69.3,42.9,1018,13404
10,71.3,39.4,934,14422
11,72.5,38.4,911,15356
12,73.5,35.9,851,16267
13,74.5,34.8,825,17118
14,76.5,32.0,758,17943
15,77.9,29.5,699,18701
16,79.1,27.0,640,19400
17,80.5,25.2,597,20040
18,81.0,24.5,582,20637
19,82.8,22.6,536,21219
20,83.7,20.7,492,21755
21,84.0,19.9,473,22247
22,85.4,17.3,411,22720
23,86.3,16.4,390,23131
24,86.6,15.6,371,23521
25,87.8,14.4,342,23892
26,88.0,14.3,340,24234
27,88.3,13.5,321,24574
28,88.9,13.3,315,24895
29,89.0,13.3,316,25210
30,88.8,12.9,307,25526
31,89.6,12.2,289,25833
32,89.8,11.8,281,26122
33,89.9,11.4,271,26403
34,90.5,11.0,260,26674
35,90.3,10.9,258,26934
36,90.8,11.2,266,27192
37,90.7,10.7,254,27458
38,90.9,10.2,243,27712
39,91.2,10.4,247,27955
40,91.6,9.5,226,28202
41,91.9,9.7,230,28428
42,91.4,9.9,234,28658
43,91.7,9.7,229,28892
44,91.8,9.2,218,29121
45,91.8,9.4,222,29339
46,92.0,9.1,217,29561
47,92.4,8.8,208,29778
48,92.5,8.6,203,29986
49,92.4,8.7,207,30189
50,92.4,8.9,211,30396
51,92.6,8.1,191,30607
52,93.0,8.4,200,30798
53,92.7,8.4,200,30998
54,92.6,8.4,199,31198
55,93.1,7.8,186,31397
56,93.2,8.1,192,31583
57,93.2,8.0,190,31775
58,93.0,8.3,196,31965
59,93.3,7.7,183,32161
60,93.5,7.6,180,32344
61,93.8,7.2,171,32524
62,94.0,6.9,163,32695
63,93.9,7.1,169,32858
64,93.7,7.0,166,33027
65,93.8,6.8,161,33193
66,94.2,6.6,157,33354
67,94.1,6.3,149,33511
68,94.5,6.0,143,33660
69,94.4,6.5,153,33803
70,93.9,6.7,160,33956
71,94.4,6.6,157,34116
72,94.1,6.5,155,34273
73,94.2,6.3,149,34428
74,94.8,5.8,137,34577
75,94.9,5.9,139,34714
76,94.6,5.9,141,34853
77,94.7,6.2,146,34994
78,94.4,6.3,149,35140
79,94.8,5.9,140,35289
80,94.7,6.3,149,35429
81,94.8,5.7,136,35578
82,95.1,5.4,129,35714
83,95.2,5.2,123,35843
84,95.3,5.1,121,35966
85,95.2,5.2,123,36087
86,95.1,5.4,127,36210
87,95.3,5.2,124,36337
88,95.4,5.1,120,36461
89,95.5,5.0,118,36581
90,95.7,4.8,114,36699
91,95.4,5.2,123,36813
92,95.5,5.1,120,36936
93,95.4,5.2,123,37056
94,95.2,5.3,126,37179
95,95.3,5.4,127,37305
96,95.4,4.7,112,37432
97,95.6,4.9,117,37544
98,95.7,4.9,117,37661
99,95.5,5.0,119,37778
