tick, percent_similar, percent_unhappy, num_unhappy, total_moves
0,49.8,69.0,1621,0
1,55.5,55.1,1295,1621
2,61.1,45.1,1059,2916
3,67.5,33.5,788,3975
4,72.5,27.5,647,4763
5,77.0,21.7,509,5410
6,79.4,19.0,447,5919
7,81.5,17.2,403,6366
8,84.4,13.8,323,6769
9,85.5,12.7,299,7092
10,86.7,12.0,283,7391
11,87.4,10.6,249,7674
12,88.5,10.1,238,7923
13,88.8,9.5,224,8161
14,89.8,8.4,198,8385
15,90.1,8.1,191,8583
16,90.6,7.7,182,8774
17,91.1,7.3,172,8956
18,91.3,6.8,160,9128
19,92.0,6.4,151,9288
20,91.9,6.8,159,9439
21,91.9,6.8,160,9598
22,92.4,6.0,141,9758
23,92.7,5.7,135,9899
24,92.6,5.9,138,10034
25,92.7,5.8,137,10172
26,92.8,5.6,132,10309
27,93.2,5.2,122,10441
28,93.1,5.5,129,10563
29,93.4,4.9,115,10692
30,93.7,4.9,114,10807
31,93.8,4.9,116,10921
32,93.6,5.1,120,11037
33,93.9,5.0,117,11157
34,94.0,4.4,103,11274
35,94.4,4.0,95,11377
36,94.4,3.9,91,11472
37,94.7,3.5,83,11563
38,95.0,3.5,83,11646
39,94.9,3.8,90,11729
40,95.2,3.2,75,11819
41,95.2,3.4,80,11894
42,95.2,3.4,81,11974
43,95.3,3.4,80,12055
44,95.3,3.1,72,12135
45,95.4,3.0,70,12207
46,95.4,3.2,74,12277
47,95.4,3.2,74,12351
48,95.6,3.0,70,12425
49,95.5,3.1,72,12495
50,95.5,2.9,68,12567
51,95.8,2.8,65,12635
52,95.8,2.8,65,12700
53,96.0,2.7,64,12765
54,95.9,2.6,61,12829
55,96.0,2.3,55,12890
56,96.0,2.3,53,12945
57,96.1,2.3,54,12998
58,96.0,2.3,55,13052
59,96.1,2.5,58,13107
60,96.1,2.6,60,13165
61,96.1,2.7,63,13225
62,96.1,2.4,57,13288
63,96.3,2.3,54,13345
64,96.2,2.0,48,13399
65,96.3,2.2,51,13447
66,96.3,2.0,47,13498
67,96.5,2.1,49,13545
68,96.3,2.1,50,13594
69,96.4,2.0,47,13644
70,96.4,2.0,47,13691
71,96.5,1.9,44,13738
72,96.6,2.2,51,13782
73,96.4,2.0,46,13833
74,96.6,1.8,43,13879
75,96.6,2.1,49,13922
76,96.7,2.1,49,13971
77,96.6,1.9,44,14020
78,96.7,1.9,44,14064
79,96.6,1.9,44,14108
80,96.7,1.8,42,14152
81,96.8,1.7,41,14194
82,96.8,1.9,45,14235
83,96.8,1.8,43,14280
84,96.8,1.9,44,14323
85,96.8,1.8,42,14367
86,96.8,1.7,41,14409
87,96.7,1.9,45,14450
88,96.8,1.9,44,14495
89,96.8,1.8,42,14539
90,96.9,1.8,42,14581
91,97.0,1.8,42,14623
92,97.1,1.7,39,14665
93,97.0,1.7,40,14704
94,97.0,1.8,42,14744
95,96.9,1.8,43,14786
96,96.9,1.7,40,14829
97,97.0,1.7,41,14869
98,97.0,1.6,37,14910
99,97.0,1.6,38,14947
