tick, percent_similar, percent_unhappy, num_unhappy, total_moves
0,49.3,61.8,1482,0
1,57.6,43.3,1039,1482
2,65.9,30.1,722,2521
3,71.1,22.9,549,3243
4,75.9,17.4,416,3792
5,79.8,13.5,324,4208
6,82.0,11.1,266,4532
7,84.2,9.1,219,4798
8,85.5,7.8,188,5017
9,86.3,7.0,168,5205
10,87.0,6.9,166,5373
11,88.1,5.6,135,5539
12,88.5,5.4,130,5674
13,88.9,5.8,140,5804
14,89.4,5.3,128,5944
15,89.7,5.2,124,6072
16,90.2,5.2,125,6196
17,90.5,4.7,112,6321
18,90.6,4.2,101,6433
19,91.1,3.7,89,6534
20,91.3,3.8,90,6623
21,91.5,3.3,79,6713
22,91.8,3.2,77,6792
23,92.0,2.8,66,6869
24,92.2,2.2,53,6935
25,92.3,2.5,60,6988
26,92.5,2.2,52,7048
27,92.6,2.6,62,7100
28,92.5,2.5,60,7162
29,92.8,2.4,57,7222
30,92.8,2.5,60,7279
31,92.8,2.5,59,7339
32,93.0,2.5,60,7398
33,93.1,2.6,62,7458
34,93.1,2.8,66,7520
35,93.1,2.8,68,7586
36,93.2,2.4,58,7654
37,93.2,2.6,63,7712
38,93.3,2.5,59,7775
39,93.5,2.5,60,7834
40,93.6,2.6,62,7894
41,93.5,2.3,56,7956
42,93.5,2.5,61,8012
43,93.7,2.1,51,8073
44,93.9,1.6,38,8124
45,94.0,1.6,39,8162
46,94.1,2.0,47,8201
47,94.1,1.6,39,8248
48,94.1,1.8,42,8287
49,94.3,1.3,31,8329
50,94.3,1.3,32,8360
51,94.5,1.4,34,8392
52,94.6,1.3,31,8426
53,94.4,1.4,34,8457
54,94.4,1.4,34,8491
55,94.6,1.4,33,8525
56,94.5,1.4,34,8558
57,94.5,1.4,33,8592
58,94.6,1.5,36,8625
59,94.6,1.6,39,8661
60,94.7,1.1,26,8700
61,94.8,1.0,24,8726
62,94.7,1.0,25,8750
63,94.7,1.1,26,8775
64,94.8,1.0,24,8801
65,94.8,1.0,23,8825
66,94.9,0.8,19,8848
67,94.9,0.7,17,8867
68,94.9,0.8,19,8884
69,94.9,0.9,22,8903
70,95.0,0.9,22,8925
71,95.0,1.0,23,8947
72,95.0,1.0,23,8970
73,95.1,0.7,16,8993
74,95.2,0.5,13,9009
75,95.2,0.5,11,9022
76,95.2,0.5,12,9033
77,95.2,0.5,12,9045
78,95.2,0.5,12,9057
79,95.3,0.5,12,9069
80,95.3,0.4,10,9081
81,95.3,0.5,11,9091
82,95.3,0.5,12,9102
83,95.3,0.4,10,9114
84,95.3,0.4,10,9124
85,95.3,0.4,10,9134
86,95.3,0.5,11,9144
87,95.3,0.4,9,9155
88,95.4,0.3,6,9164
89,95.4,0.2,5,9170
90,95.4,0.1,3,9175
91,95.4,0.1,3,9178
92,95.4,0.1,2,9181
93,95.4,0.1,3,9183
94,95.4,0.1,2,9186
95,95.4,0.2,4,9188
96,95.4,0.2,5,9192
97,95.4,0.2,4,9197
98,95.4,0.2,5,9201
99,95.4,0.2,4,9206
