tick, percent_similar, percent_unhappy, num_unhappy, total_moves
0,50.5,94.9,2255,0
1,50.5,94.4,2243,2255
2,52.1,93.4,2218,4498
3,51.0,93.8,2228,6716
4,50.8,93.9,2232,8944
5,50.5,94.8,2252,11176
6,49.7,94.8,2253,13428
7,50.8,94.4,2242,15681
8,50.2,95.2,2261,17923
9,50.9,94.1,2235,20184
10,50.8,95.2,2261,22419
11,50.0,96.1,2283,24680
12,49.6,96.0,2280,26963
13,50.9,94.4,2244,29243
14,50.2,95.1,2259,31487
15,50.1,95.5,2269,33746
16,50.0,95.9,2279,36015
17,50.7,95.1,2259,38294
18,51.3,94.1,2236,40553
19,50.7,94.7,2249,42789
20,50.6,93.8,2229,45038
21,50.8,94.9,2256,47267
22,50.1,95.3,2265,49523
23,50.6,93.9,2232,51788
24,51.8,93.8,2228,54020
25,50.6,94.6,2247,56248
26,50.5,94.4,2242,58495
27,50.8,93.9,2232,60737
28,52.0,92.9,2207,62969
29,51.1,94.4,2243,65176
30,51.4,93.1,2212,67419
31,51.2,93.7,2226,69631
32,50.2,95.0,2258,71857
33,50.7,94.5,2245,74115
34,50.4,94.2,2239,76360
35,50.3,93.9,2231,78599
36,50.6,94.7,2249,80830
37,50.8,94.4,2243,83079
38,51.1,94.1,2237,85322
39,51.1,93.9,2231,87559
40,51.8,92.2,2190,89790
41,51.0,93.3,2216,91980
42,51.1,93.2,2214,94196
43,51.0,93.8,2229,96410
44,50.8,94.4,2242,98639
45,51.1,93.4,2219,100881
46,51.6,93.4,2219,103100
47,51.9,93.1,2212,105319
48,50.9,94.0,2234,107531
49,50.8,95.0,2257,109765
50,50.6,94.9,2256,112022
51,50.8,94.0,2234,114278
52,50.5,94.4,2243,116512
53,50.6,94.1,2237,118755
54,49.7,95.2,2263,120992
55,50.8,94.3,2241,123255
56,50.7,93.9,2231,125496
57,50.1,95.3,2264,127727
58,51.4,93.4,2218,129991
59,51.2,93.4,2219,132209
60,51.6,92.7,2203,134428
61,50.9,94.2,2239,136631
62,50.6,94.7,2250,138870
63,50.7,93.9,2230,141120
64,50.9,94.0,2233,143350
65,50.5,94.7,2249,145583
66,50.2,94.0,2234,147832
67,50.6,94.5,2245,150066
68,50.8,93.5,2221,152311
69,50.1,95.4,2267,154532
70,51.1,93.6,2224,156799
71,51.0,94.0,2233,159023
72,50.6,94.5,2246,161256
73,50.9,94.5,2246,163502
74,51.2,94.1,2235,165748
75,50.4,94.0,2234,167983
76,51.4,93.9,2230,170217
77,51.6,92.7,2202,172447
78,51.5,93.5,2221,174649
79,51.1,94.0,2233,176870
80,51.2,94.7,2249,179103
81,50.5,95.1,2260,181352
82,50.0,94.9,2254,183612
83,50.8,93.9,2231,185866
84,50.5,94.2,2238,188097
85,50.0,95.0,2257,190335
86,50.9,94.6,2247,192592
87,50.2,95.6,2271,194839
88,50.5,94.8,2253,197110
89,51.4,93.6,2225,199363
90,50.6,94.9,2255,201588
91,50.4,94.2,2238,203843
92,51.5,94.1,2236,206081
93,50.8,94.5,2246,208317
94,51.1,94.2,2238,210563
95,50.7,94.5,2245,212801
96,51.0,93.9,2231,215046
97,50.4,94.6,2247,217277
98,51.0,94.3,2241,219524
99,51.3,93.5,2221,221765
