tick, percent_similar, percent_unhappy, num_unhappy, total_moves
0,49.6,95.9,2272,0
1,50.9,94.1,2229,2272
2,50.2,94.9,2249,4501
3,51.0,93.5,2215,6750
4,50.8,94.1,2230,8965
5,50.9,95.1,2253,11195
6,50.6,95.0,2251,13448
7,50.5,94.2,2232,15699
8,50.5,94.3,2234,17931
9,50.2,94.7,2244,20165
10,51.5,93.5,2215,22409
11,51.3,93.2,2208,24624
12,51.5,93.8,2222,26832
13,50.2,94.8,2245,29054
14,50.3,94.9,2249,31299
15,50.8,94.3,2233,33548
16,51.9,93.0,2203,35781
17,50.8,94.3,2233,37984
18,50.5,94.5,2238,40217
19,51.0,93.9,2224,42455
20,50.8,93.8,2221,44679
21,50.4,94.4,2237,46900
22,50.6,93.8,2222,49137
23,51.0,94.4,2237,51359
24,51.3,95.1,2252,53596
25,50.5,93.5,2214,55848
26,51.5,93.7,2219,58062
27,50.6,94.6,2240,60281
28,50.9,94.1,2229,62521
29,51.1,94.4,2236,64750
30,51.0,93.9,2225,66986
31,51.2,94.4,2236,69211
32,50.2,95.1,2253,71447
33,50.7,94.6,2241,73700
34,50.5,95.1,2252,75941
35,51.4,93.5,2214,78193
36,50.7,94.3,2234,80407
37,51.2,93.7,2219,82641
38,50.5,94.8,2246,84860
39,51.4,93.7,2219,87106
40,51.6,93.1,2206,89325
41,51.7,93.3,2211,91531
42,50.8,94.0,2227,93742
43,50.7,93.8,2223,95969
44,50.4,95.7,2266,98192
45,50.8,93.8,2223,100458
46,51.3,94.2,2231,102681
47,50.1,94.3,2234,104912
48,51.3,93.5,2216,107146
49,50.6,93.8,2221,109362
50,49.6,94.3,2235,111583
51,50.6,93.7,2220,113818
52,51.8,93.2,2209,116038
53,50.8,94.1,2229,118247
54,50.9,94.0,2226,120476
55,51.0,94.1,2229,122702
56,50.9,94.0,2227,124931
57,50.1,94.8,2246,127158
58,50.4,95.1,2253,129404
59,51.0,94.9,2249,131657
60,51.2,94.0,2228,133906
61,50.6,94.7,2243,136134
62,50.5,94.2,2232,138377
63,50.9,94.1,2230,140609
64,50.8,94.1,2229,142839
65,51.1,92.9,2200,145068
66,50.8,93.3,2210,147268
67,51.3,92.8,2198,149478
68,51.5,93.6,2217,151676
69,51.1,94.5,2238,153893
70,51.0,94.1,2229,156131
71,50.0,95.2,2256,158360
72,49.9,95.1,2253,160616
73,50.3,95.6,2265,162869
74,51.0,94.9,2247,165134
75,50.1,95.3,2257,167381
76,50.7,94.2,2231,169638
77,50.1,95.7,2266,171869
78,49.6,96.1,2277,174135
79,50.7,93.8,2222,176412
80,50.7,94.2,2232,178634
81,51.0,93.1,2206,180866
82,51.5,94.2,2232,183072
83,50.9,94.2,2231,185304
84,49.3,96.1,2276,187535
85,50.7,94.7,2244,189811
86,50.4,94.9,2248,192055
87,50.5,94.5,2239,194303
88,50.9,93.7,2219,196542
89,51.3,93.5,2215,198761
90,50.2,94.4,2237,200976
91,51.4,93.4,2212,203213
92,50.4,94.5,2238,205425
93,51.3,94.1,2229,207663
94,51.0,93.7,2219,209892
95,50.4,95.7,2266,212111
96,50.6,94.5,2238,214377
97,49.9,94.8,2245,216615
98,50.5,94.9,2249,218860
99,51.0,93.9,2225,221109
