tick, percent_similar, percent_unhappy, num_unhappy, total_moves
0,50.4,57.9,1378,0
1,58.1,42.9,1019,1378
2,64.5,32.0,762,2397
3,70.8,23.0,548,3159
4,76.1,17.4,414,3707
5,79.3,13.9,330,4121
6,82.3,10.3,244,4451
7,84.3,8.5,202,4695
8,85.4,7.5,179,4897
9,86.5,6.5,155,5076
10,87.1,6.1,146,5231
11,87.5,5.5,130,5377
12,88.0,5.4,128,5507
13,88.7,5.0,118,5635
14,88.8,5.4,129,5753
15,89.7,4.5,106,5882
16,90.1,4.0,96,5988
17,90.5,3.5,83,6084
18,90.5,3.5,84,6167
19,90.8,3.3,79,6251
20,91.0,3.2,77,6330
21,91.3,3.2,75,6407
22,91.5,3.0,72,6482
23,91.6,2.8,67,6554
24,91.7,3.2,75,6621
25,91.8,2.8,67,6696
26,92.0,2.7,65,6763
27,92.2,2.5,59,6828
28,92.2,2.5,60,6887
29,92.3,2.4,57,6947
30,92.3,2.6,61,7004
31,92.3,2.7,65,7065
32,92.3,2.4,58,7130
33,92.5,2.7,65,7188
34,92.6,2.9,70,7253
35,92.7,2.8,66,7323
36,92.8,2.4,57,7389
37,93.0,2.1,50,7446
38,93.1,2.0,48,7496
39,93.2,2.0,48,7544
40,93.4,1.6,37,7592
41,93.4,1.4,33,7629
42,93.5,1.0,24,7662
43,93.5,1.1,25,7686
44,93.6,1.0,23,7711
45,93.6,0.8,20,7734
46,93.7,0.9,22,7754
47,93.7,0.8,19,7776
48,93.8,0.8,19,7795
49,93.9,0.6,15,7814
50,93.9,0.7,16,7829
51,93.9,0.7,17,7845
52,94.0,0.5,12,7862
53,94.0,0.4,10,7874
54,94.0,0.3,8,7884
55,94.0,0.4,9,7892
56,94.0,0.3,8,7901
57,94.0,0.4,9,7909
58,94.0,0.6,14,7918
59,94.0,0.5,13,7932
60,94.0,0.7,17,7945
61,94.1,0.7,17,7962
62,94.0,0.7,17,7979
63,94.1,0.7,16,7996
64,94.1,0.7,17,8012
65,94.2,0.6,15,8029
66,94.2,0.5,12,8044
67,94.2,0.8,19,8056
68,94.4,0.5,13,8075
69,94.4,0.5,12,8088
70,94.5,0.5,11,8100
71,94.4,0.4,10,8111
72,94.5,0.5,13,8121
73,94.5,0.6,14,8134
74,94.5,0.3,8,8148
75,94.6,0.3,8,8156
76,94.6,0.4,9,8164
77,94.6,0.4,9,8173
78,94.6,0.3,8,8182
79,94.7,0.3,6,8190
80,94.7,0.2,4,8196
81,94.7,0.2,4,8200
82,94.7,0.1,3,8204
83,94.7,0.1,3,8207
84,94.7,0.2,4,8210
85,94.7,0.2,4,8214
86,94.7,0.1,3,8218
87,94.7,0.2,5,8221
88,94.7,0.2,4,8226
89,94.8,0.1,3,8230
90,94.8,0.0,1,8233
91,94.8,0.0,1,8234
92,94.8,0.0,0,8235
