tick, percent_similar, percent_unhappy, num_unhappy, total_moves
0,49.8,84.2,2009,0
1,52.5,77.2,1842,2009
2,55.4,69.8,1666,3851
3,57.2,66.1,1578,5517
4,58.7,64.2,1531,7095
5,60.4,59.6,1422,8626
6,62.4,56.1,1338,10048
7,63.8,52.8,1259,11386
8,65.3,50.0,1193,12645
9,67.7,46.1,1101,13838
10,69.5,43.2,1030,14939
11,71.6,40.8,974,15969
12,72.9,37.5,894,16943
13,74.1,36.6,874,17837
14,74.9,34.2,816,18711
15,76.4,31.6,754,19527
16,77.6,30.1,718,20281
17,79.2,27.4,654,20999
18,79.9,26.3,628,21653
19,81.1,24.2,578,22281
20,82.2,22.4,535,22859
21,83.0,22.1,528,23394
22,83.2,20.9,499,23922
23,84.6,19.4,463,24421
24,84.5,19.0,454,24884
25,85.8,17.6,420,25338
26,86.5,16.4,391,25758
27,87.1,15.7,375,26149
28,88.0,14.4,343,26524
29,88.2,14.6,348,26867
30,88.3,13.9,331,27215
31,88.6,13.5,323,27546
32,88.9,13.5,323,27869
33,89.9,12.5,298,28192
34,89.9,12.1,288,28490
35,90.1,12.1,288,28778
36,90.1,12.4,295,29066
37,90.1,12.8,305,29361
38,90.3,11.6,277,29666
39,90.8,11.1,266,29943
40,90.7,10.6,252,30209
41,91.1,10.1,242,30461
42,91.5,10.1,240,30703
43,91.7,10.1,240,30943
44,91.9,9.6,228,31183
45,92.2,9.1,216,31411
46,92.1,9.4,225,31627
47,92.4,8.8,210,31852
48,92.5,8.4,201,32062
49,93.0,8.3,198,32263
50,92.7,8.3,198,32461
51,93.2,7.8,187,32659
52,93.3,8.1,194,32846
53,93.3,7.8,187,33040
54,93.4,7.7,184,33227
55,93.5,7.4,177,33411
56,93.9,7.2,172,33588
57,93.7,7.9,188,33760
58,93.8,7.1,170,33948
59,94.1,6.5,155,34118
60,94.6,6.6,157,34273
61,94.1,6.7,159,34430
62,94.1,6.9,164,34589
63,94.1,6.9,164,34753
64,94.7,6.0,142,34917
65,94.6,6.0,143,35059
66,94.3,6.5,155,35202
67,94.7,6.1,145,35357
68,94.8,5.8,138,35502
69,94.9,6.0,144,35640
70,94.5,6.3,150,35784
71,94.9,6.0,143,35934
72,95.1,5.7,136,36077
73,95.4,5.6,133,36213
74,95.3,5.2,124,36346
75,95.4,4.9,116,36470
76,95.9,4.3,103,36586
77,96.0,4.6,110,36689
78,96.0,4.7,112,36799
79,95.7,4.9,118,36911
80,95.7,4.5,107,37029
81,95.3,5.2,124,37136
82,95.5,5.0,119,37260
83,95.8,4.7,112,37379
84,95.6,5.1,121,37491
85,95.5,4.8,115,37612
86,95.6,4.9,118,37727
87,95.6,4.7,111,37845
88,95.8,4.7,113,37956
89,96.2,4.2,101,38069
90,95.8,4.4,104,38170
91,95.9,4.6,109,38274
92,95.5,4.8,114,38383
93,95.6,4.6,109,38497
94,95.6,5.1,121,38606
95,95.7,4.7,113,38727
96,95.7,4.4,104,38840
97,96.2,4.1,99,38944
98,96.1,4.0,95,39043
99,95.8,4.3,102,39138
100,96.1,4.5,108,39240
