tick, percent_similar, percent_unhappy, num_unhappy, total_moves
0,50.0,60.4,1442,0
1,59.1,40.7,970,1442
2,66.3,30.6,731,2412
3,72.3,21.5,514,3143
4,76.9,17.1,409,3657
5,80.6,13.4,319,4066
6,83.1,10.5,250,4385
7,84.7,8.6,206,4635
8,86.1,7.4,176,4841
9,87.0,7.0,168,5017
10,87.4,6.5,154,5185
11,87.9,6.2,148,5339
12,88.4,6.2,149,5487
13,89.0,5.9,140,5636
14,89.2,5.5,132,5776
15,89.7,4.9,116,5908
16,90.1,4.6,110,6024
17,90.6,4.0,95,6134
18,90.7,4.2,101,6229
19,90.9,4.0,95,6330
20,91.3,3.9,94,6425
21,91.6,3.4,81,6519
22,91.8,3.5,83,6600
23,91.9,3.2,77,6683
24,92.2,2.8,66,6760
25,92.5,2.6,63,6826
26,92.6,2.4,57,6889
27,92.8,2.3,56,6946
28,93.0,2.1,50,7002
29,93.2,2.0,47,7052
30,93.2,1.7,40,7099
31,93.3,1.9,45,7139
32,93.3,1.8,44,7184
33,93.5,1.6,37,7228
34,93.5,1.8,44,7265
35,93.7,1.9,45,7309
36,93.5,2.1,50,7354
37,93.7,1.9,45,7404
38,93.8,1.6,37,7449
39,93.9,1.6,37,7486
40,93.9,1.6,38,7523
41,94.0,1.8,42,7561
42,94.0,1.6,38,7603
43,94.1,1.4,33,7641
44,94.1,1.7,40,7674
45,94.2,1.5,36,7714
46,94.2,1.6,38,7750
47,94.3,1.6,37,7788
48,94.3,1.6,37,7825
49,94.3,1.3,32,7862
50,94.4,1.1,27,7894
51,94.4,1.1,27,7921
52,94.5,1.4,34,7948
53,94.4,1.1,26,7982
54,94.5,1.0,25,8008
55,94.5,1.2,28,8033
56,94.5,0.9,22,8061
57,94.6,0.9,21,8083
58,94.6,0.6,15,8104
59,94.7,0.6,14,8119
60,94.7,0.7,17,8133
61,94.6,0.6,14,8150
62,94.7,0.5,11,8164
63,94.7,0.7,17,8175
64,94.7,0.8,18,8192
65,94.7,0.6,14,8210
66,94.8,0.6,14,8224
67,94.8,0.7,16,8238
68,94.7,0.6,15,8254
69,94.8,0.5,13,8269
70,94.8,0.6,14,8282
71,94.8,0.5,12,8296
72,94.8,0.7,16,8308
73,94.9,0.4,10,8324
74,94.9,0.4,9,8334
75,94.9,0.4,9,8343
76,94.9,0.4,10,8352
77,94.9,0.3,8,8362
78,94.9,0.3,7,8370
79,95.0,0.2,5,8377
80,95.0,0.3,6,8382
81,95.1,0.2,5,8388
82,95.1,0.3,8,8393
83,95.1,0.3,8,8401
84,95.1,0.3,8,8409
85,95.1,0.4,9,8417
86,95.1,0.4,9,8426
87,95.1,0.4,10,8435
88,95.1,0.4,9,8445
89,95.2,0.4,10,8454
90,95.2,0.5,12,8464
91,95.1,0.5,11,8476
92,95.1,0.4,9,8487
93,95.1,0.5,12,8496
94,95.2,0.5,12,8508
95,95.1,0.5,13,8520
96,95.2,0.5,11,8533
97,95.2,0.6,14,8544
98,95.2,0.5,12,8558
99,95.2,0.5,11,8570
100,95.2,0.4,9,8581
